"k"	"p"	"c"	"o"	"f"	"g"	"s"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Sphingopyxis"	"s_Sphingopyxis_macrogoltabida"
"k_Bacteria"	"p_Proteobacteria"	"c_Alphaproteobacteria"	"o_Sphingomonadales"	"f_Sphingomonadaceae"	"g_Sphingomonas"	"s_Sphingomonas_wittichii"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o"	"f"	"g_Candidatus_Accumulibacter"	"s_Candidatus_Accumulibacter_phosphatis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o"	"f"	"g_Kinetoplastibacterium"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Lautropia"	"s_Lautropia_mirabilis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Achromobacter"	"s_Achromobacter_xylosoxidans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f"	"g_Roseateles"	"s_Roseateles_depolymerans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f"	"g_Methylibium"	"s_Methylibium_petroleiphilum"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f"	"g_Leptothrix"	"s_Leptothrix_cholodnii"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f"	"g_Thiomonas"	"s_Thiomonas_arsenitoxydans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f"	"g_Thiomonas"	"s_Thiomonas_sp_FB_6"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Oligella"	"s_Oligella_ureolytica"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Bordetella"	"s_Bordetella_petrii"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Advenella"	"s_Advenella_mimigardefordensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Alcaligenes"	"s_Alcaligenes_faecalis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Bordetella"	"s_Bordetella_parapertussis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Basilea"	"s_Basilea_psittacipulmonis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Bordetella"	"s_Bordetella_hinzii"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Bordetella"	"s_Bordetella_sp_FB_8"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Castellaniella"	"s_Castellaniella_defragrans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Alcaligenaceae"	"g_Taylorella"	"s_Taylorella_asinigenitalis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Cupriavidus"	"s_Cupriavidus_metallidurans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Burkholderia"	"s_Burkholderia_gladioli"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Burkholderia"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g"	"s_bacterium_endosymbiont_of_Mortierella_elongata_FMR23_6"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Cupriavidus"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Cupriavidus"	"s_Cupriavidus_basilensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Cupriavidus"	"s_Cupriavidus_gilardii"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Ralstonia"	"s_Ralstonia_mannitolilytica"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Paraburkholderia"	"s_Paraburkholderia_rhizoxinica"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Pandoraea"	"s_Pandoraea_pnomenusa"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Ralstonia"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Polynucleobacter"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Ralstonia"	"s_Ralstonia_solanacearum"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Burkholderiaceae"	"g_Ralstonia"	"s_Ralstonia_pickettii"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Acidovorax"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Acidovorax"	"s_Acidovorax_avenae"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Comamonas"	"s_Comamonas_aquatica"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Alicycliphilus"	"s_Alicycliphilus_denitrificans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Acidovorax"	"s_Acidovorax_sp_RAC01"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Comamonas"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Brachymonas"	"s_Brachymonas_chironomi"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Caldimonas"	"s_Caldimonas_manganoxidans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Comamonas"	"s_Comamonas_testosteroni"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Comamonas"	"s_Comamonas_sp_B_9"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Comamonas"	"s_Comamonas_composti"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Ottowia"	"s_Ottowia_sp_oral_taxon_894"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Curvibacter"	"s_Curvibacter_lanceolatus"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Delftia"	"s_Delftia_acidovorans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Curvibacter"	"s_Curvibacter_sp_PAE_UM"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Comamonadaceae"	"g_Variovorax"	"s_Variovorax_sp_URHB0020"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Noviherbaspirillum"	"s_Noviherbaspirillum_massiliense"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Massilia"	"s_Massilia_sp_NR_4_1"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Janthinobacterium"	"s_Janthinobacterium_agaricidamnosum"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Massilia"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Janthinobacterium"	"s_Janthinobacterium_sp_B9_8"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Janthinobacterium"	"s_Janthinobacterium_sp_Marseille"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Massilia"	"s_Massilia_putida"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Massilia"	"s_Massilia_sp_WG5"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Sutterellaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Oxalobacteraceae"	"g_Pseudoduganella"	"s_Pseudoduganella_violaceinigra"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Sutterellaceae"	"g_Sutterella"	"s_Sutterella_wadsworthensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Sutterellaceae"	"g_Sutterella"	"s_Sutterella_parvirubra"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Burkholderiales"	"f_Sutterellaceae"	"g_Sutterella"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Kingella"	"s_Kingella_denitrificans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Methylophilales"	"f_Methylophilaceae"	"g_Methylovorus"	"s_Methylovorus_glucosotrophus"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Methylophilales"	"f_Methylophilaceae"	"g_Methylobacillus"	"s_Methylobacillus_flagellatus"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Methylophilales"	"f"	"g"	"s_Methylophilales_bacterium_MBRSF5"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Gallionellales"	"f_Gallionellaceae"	"g_Sideroxydans"	"s_Sideroxydans_lithotrophicus"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Hydrogenophilales"	"f_Hydrogenophilaceae"	"g_Tepidiphilus"	"s_Tepidiphilus_margaritifer"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Methylophilales"	"f_Methylophilaceae"	"g_Candidatus_Methylopumilus"	"s_Candidatus_Methylopumilus_planktonicus"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Methylophilales"	"f_Methylophilaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Methylophilales"	"f_Methylophilaceae"	"g_Methylophilus"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Methylophilales"	"f_Methylophilaceae"	"g_Methylophilus"	"s_Methylophilus_sp_5"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Chromobacteriaceae"	"g_Chitiniphilus"	"s_Chitiniphilus_shinanonensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Eikenella"	"s_Eikenella_corrodens"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Kingella"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_desulfuricans"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Bilophila"	"s_Bilophila_wadsworthia"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Kingella"	"s_Kingella_oralis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Kingella"	"s_Kingella_kingae"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Neisseria"	"s_Neisseria_elongata"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Neisseria"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Neisseria"	"s_Neisseria_bacilliformis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Simonsiella"	"s_Simonsiella_muelleri"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Neisseria"	"s_Neisseria_mucosa"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Neisseria"	"s_Neisseria_meningitidis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Neisseria"	"s_Neisseria_lactamica"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Neisseria"	"s_Neisseria_gonorrhoeae"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Neisseria"	"s_Neisseria_wadsworthii"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Neisseria"	"s_Neisseria_weaveri"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Rhodocyclales"	"f_Rhodocyclaceae"	"g_Dechloromonas"	"s_Dechloromonas_agitata"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Rhodocyclales"	"f_Rhodocyclaceae"	"g_Azospira"	"s_Azospira_oryzae"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Snodgrassella"	"s_Snodgrassella_alvi"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Nitrosomonadales"	"f_Nitrosomonadaceae"	"g_Nitrosomonas"	"s_Nitrosomonas_communis"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Nitrosomonadales"	"f_Nitrosomonadaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Vitreoscilla"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Neisseriales"	"f_Neisseriaceae"	"g_Vitreoscilla"	"s_Vitreoscilla_sp_SN6"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Rhodocyclales"	"f_Rhodocyclaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Nitrosomonadales"	"f_Nitrosomonadaceae"	"g_Nitrosospira"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Nitrosomonadales"	"f_Nitrosomonadaceae"	"g_Nitrosomonas"	"s_Nitrosomonas_eutropha"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Nitrosomonadales"	"f_Nitrosomonadaceae"	"g_Nitrosomonas"	"s_Nitrosomonas_europaea"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Rhodocyclales"	"f_Rhodocyclaceae"	"g_Dechloromonas"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	NA	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Rhodocyclales"	"f_Rhodocyclaceae"	"g_Methyloversatilis"	"s_Methyloversatilis_thermotolerans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Rhodocyclales"	"f_Rhodocyclaceae"	"g_Sulfuritalea"	"s_Sulfuritalea_hydrogenivorans"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Rhodocyclales"	"f_Rhodocyclaceae"	"g_Uliginosibacterium"	"s_Uliginosibacterium_gangwonense"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Rhodocyclales"	"f_Rhodocyclaceae"	"g_Thauera"	"s_Thauera_humireducens"
"k_Bacteria"	"p_Proteobacteria"	"c_Betaproteobacteria"	"o_Sulfuricellales"	"f_Sulfuricellaceae"	"g_Sulfuricella"	"s_Sulfuricella_denitrificans"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfarculales"	"f_Desulfarculaceae"	"g_Desulfarculus"	"s_Desulfarculus_baarsii"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfobacterales"	"f_Desulfobacteraceae"	"g_Desulfococcus"	"s_Desulfococcus_multivorans"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfobacterales"	"f_Desulfobacteraceae"	"g_Desulfobacter"	"s_Desulfobacter_postgatei"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfobacterales"	"f_Desulfobacteraceae"	"g_Desulfobacterium"	"s_Desulfobacterium_autotrophicum"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfomicrobiaceae"	"g_Desulfomicrobium"	"s_Desulfomicrobium_baculatum"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfocurvus"	"s_Desulfocurvus_vexinensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_alaskensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_aespoeensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_africanus"
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	"f_Campylobacteraceae"	"g_Campylobacter"	"s_Campylobacter_concisus"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_piger"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_fairfieldensis"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_gigas"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_magneticus"
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	"f_Campylobacteraceae"	"g_Campylobacter"	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Syntrophobacterales"	"f_Syntrophobacteraceae"	"g_Syntrophobacter"	"s_Syntrophobacter_fumaroxidans"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Lawsonia"	"s_Lawsonia_intracellularis"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_vulgaris"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_salexigens"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfovibrionales"	"f_Desulfovibrionaceae"	"g_Desulfovibrio"	"s_Desulfovibrio_sp_U5L"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfuromonadales"	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfurellales"	"f_Desulfurellaceae"	"g_Desulfurella"	"s_Desulfurella_acetivorans"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfurellales"	"f_Desulfurellaceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfuromonadales"	"f_Desulfuromonadaceae"	"g_Pelobacter"	"s_Pelobacter_propionicus"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfuromonadales"	"f_Desulfuromonadaceae"	"g_Pelobacter"	"s_Pelobacter_carbinolicus"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfuromonadales"	"f_Geobacteraceae"	"g_Geoalkalibacter"	"s_Geoalkalibacter_subterraneus"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Syntrophobacterales"	"f_Syntrophaceae"	"g_Syntrophus"	"s_Syntrophus_aciditrophicus"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Myxococcales"	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfuromonadales"	"f_Geobacteraceae"	"g_Geobacter"	"s_Geobacter_daltonii"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Desulfuromonadales"	"f_Geobacteraceae"	"g_Geobacter"	"s_Geobacter_lovleyi"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Syntrophobacterales"	"f_Syntrophaceae"	"g_Desulfomonile"	"s_Desulfomonile_tiedjei"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Myxococcales"	"f_Vulgatibacteraceae"	"g_Vulgatibacter"	"s_Vulgatibacter_incomptus"
"k_Bacteria"	"p_Proteobacteria"	"c_Deltaproteobacteria"	"o_Syntrophobacterales"	"f_Syntrophaceae"	"g_Desulfobacca"	"s_Desulfobacca_acetoxidans"
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	NA	NA	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	"f_Campylobacteraceae"	NA	NA
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	"f_Campylobacteraceae"	"g_Arcobacter"	"s_Arcobacter_butzleri"
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	"f_Campylobacteraceae"	"g_Campylobacter"	"s_Campylobacter_coli"
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	"f_Campylobacteraceae"	"g_Campylobacter"	"s_Campylobacter_hominis"
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	"f_Campylobacteraceae"	"g_Campylobacter"	"s_Campylobacter_curvus"
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	"f_Campylobacteraceae"	"g_Campylobacter"	"s_Campylobacter_gracilis"
"k_Bacteria"	"p_Proteobacteria"	"c_Epsilonproteobacteria"	"o_Campylobacterales"	"f_Campylobacteraceae"	"g_Campylobacter"	"s_Campylobacter_fetus"
"k_Bacteria"	"p_Proteobacteria"	"c_Gammaproteobacteria"	"o_Aeromonadales"	"f_Aeromonadaceae"	"g_Aeromonas"	"s_Aeromonas_salmonicida"
